method,seed,layer,formula,r2
fixed_pikan,1234,2,-0.1096*x^3 + 0.7291*cos + 0.1910*exp,0.9319856762886048
fixed_pikan,1234,2,0.8687*1 + -0.2391*sin + 0.0511*exp,0.8623321056365967
fixed_pikan,1234,2,1.1260*1 + 0.0168*x^4 + -0.5533*sqrt,0.8981436491012573
fixed_pikan,1234,2,0.8303*1 + 0.3390*x + -0.5897*tanh,0.2500410676002502
fixed_pikan,1234,2,0.9310*1 + -1.5552*sin + 1.5941*tanh,0.4220492243766784
fixed_pikan,1234,2,-0.2552*x^2 + -0.1928*log + 1.5915*sqrt,0.7702635526657104
fixed_pikan,1234,2,0.9711*1 + 0.1686*x + -0.2649*sin,0.6841304898262024
fixed_pikan,42,0,-0.6321*x + 0.9311*sin + 0.1168*exp,0.9287713766098022
fixed_pikan,42,0,0.1231*x^3 + 6.5665*sin + -7.5749*tanh,0.6739624738693237
fixed_pikan,42,0,0.1497*exp + -0.4502*sqrt + -0.3813*tanh,0.4783122539520263
fixed_pikan,42,0,-0.0553*x + 0.0514*x^3 + -0.0507*exp,0.7821415066719055
fixed_pikan,42,0,0.0292*x^3 + 0.0354*log + 0.1018*sqrt,0.8396551609039307
fixed_pikan,42,0,-0.0867*x^3 + -4.9672*sin + 5.6250*tanh,0.5022717714309692
fixed_pikan,42,0,-0.0787*sin + 0.1552*cos + 0.1326*log,0.7595682144165039
fixed_pikan,42,0,0.3564*1 + -0.3165*cos + -0.3322*sqrt,0.3942890167236328
fixed_pikan,42,0,0.8045*1 + -0.5393*cos + -0.4837*sqrt,0.7804343104362488
fixed_pikan,42,0,0.0421*x + -0.0328*x^2 + -0.1898*tanh,0.990927755832672
fixed_pikan,42,1,0.4864*1 + 0.5053*x + -0.9418*tanh,0.7951903343200684
fixed_pikan,42,1,0.1201*exp + -0.5374*sqrt + -0.2927*tanh,0.868716835975647
fixed_pikan,42,1,0.3789*1 + -2.2176*sin + 2.3254*tanh,0.2371559739112854
fixed_pikan,42,1,0.6815*1 + -0.1404*exp + 0.3853*tanh,0.7080864310264587
fixed_pikan,42,1,-0.3475*1 + -0.0459*x^2 + 0.1185*exp,0.8494919538497925
fixed_pikan,42,1,-0.9307*1 + -0.2344*sqrt + -0.1120*tanh,0.7974742650985718
fixed_pikan,42,1,-1.0007*1 + -0.0431*x^3 + 0.0862*exp,0.5425115823745728
fixed_pikan,42,1,0.0149*x^4 + -1.5274*sin + 1.5490*tanh,0.5981669425964355
fixed_pikan,42,1,-0.0714*sin + -0.4762*cos + -0.3954*sqrt,0.4256149530410766
fixed_pikan,42,1,0.1763*sin + -0.4999*cos + -0.4045*sqrt,0.9406945705413818
fixed_pikan,42,1,-0.7881*x + -0.0967*x^4 + 0.4842*exp,0.6687822341918945
fixed_pikan,42,1,-0.3542*sin + 0.1232*exp + -0.4335*sqrt,0.7469075918197632
fixed_pikan,42,1,0.5008*1 + -0.1168*sin + 0.2007*sqrt,0.9059793949127196
fixed_pikan,42,1,0.2449*x^2 + 0.6210*cos + -0.3772*sqrt,0.9479137063026428
fixed_pikan,42,1,0.5150*x + -0.2352*cos + -0.9936*tanh,0.9499489068984984
fixed_pikan,42,1,-1.0308*1 + -0.0598*sin + 0.1558*sqrt,0.932898998260498
fixed_pikan,42,1,0.2269*x + -0.6221*cos + -0.1710*exp,0.8402259349822998
fixed_pikan,42,1,-0.1447*x^3 + -4.9439*sin + 5.7143*tanh,0.6966091394424438
fixed_pikan,42,1,-0.4027*1 + -4.7468*sin + 4.9365*tanh,0.595890998840332
fixed_pikan,42,1,-0.7439*1 + -0.1191*x^2 + 0.3944*sqrt,0.4109787940979004
fixed_pikan,42,1,0.4782*1 + 0.0048*x^3 + -0.1755*sqrt,0.1975361704826355
fixed_pikan,42,1,0.0398*x^3 + -0.0701*exp + -0.0404*log,0.8076822757720947
fixed_pikan,42,1,0.3948*1 + -0.0804*x + -0.0503*log,0.774931788444519
fixed_pikan,42,1,-0.0684*sin + 0.3637*cos + 0.5316*sqrt,0.8602899312973022
fixed_pikan,42,1,0.3437*x + 0.0156*x^4 + -0.2017*exp,0.9487309455871582
fixed_pikan,42,1,-0.7713*1 + 0.6038*x + -0.8612*tanh,0.293556272983551
fixed_pikan,42,1,0.0802*sin + -0.5385*cos + -0.9196*sqrt,0.8783031105995178
fixed_pikan,42,1,-0.0243*x^4 + 0.1046*sin + 0.4838*sqrt,0.9235362410545348
fixed_pikan,42,1,-0.1193*x^2 + 0.0018*x^3 + -0.4863*cos,0.4058166146278381
fixed_pikan,42,1,0.0846*x^3 + -0.3556*cos + -0.1773*exp,0.5938131809234619
fixed_pikan,42,1,0.5598*1 + 0.0291*exp + -0.5392*sqrt,0.9190822839736938
fixed_pikan,42,1,0.1112*1 + -0.3284*x + 0.6839*tanh,0.8497471213340759
fixed_pikan,42,1,-0.0723*sin + 0.4344*cos + 0.5168*sqrt,0.5576058626174927
fixed_pikan,42,1,-0.1916*x^2 + -0.0862*log + 1.0084*sqrt,0.9215892553329468
fixed_pikan,42,1,-0.1951*cos + 0.0226*exp + -0.1455*sqrt,0.958298921585083
fixed_pikan,42,1,0.0244*x^3 + -0.6298*cos + -0.9176*sqrt,0.6320615410804749
fixed_pikan,42,1,-0.9696*1 + -0.1334*sin + 0.3255*sqrt,0.9727455973625184
fixed_pikan,42,1,-0.1668*1 + 0.2310*cos + 0.2383*sqrt,0.8569203615188599
fixed_pikan,42,1,-0.4766*1 + 0.2753*sin + -0.0720*exp,0.8500736951828003
fixed_pikan,42,1,-0.5647*1 + 0.1702*sin + 0.0256*log,0.964982271194458
fixed_pikan,42,1,0.5084*1 + 0.1672*x + -0.4274*sin,0.9343700408935548
fixed_pikan,42,1,-0.1797*1 + -0.1975*x^2 + 0.7810*sqrt,0.7706478238105774
fixed_pikan,42,1,0.6035*1 + -2.4966*sin + 2.8384*tanh,0.6937862634658813
fixed_pikan,42,1,0.4797*1 + -1.9006*sin + 2.2723*tanh,0.795915961265564
fixed_pikan,42,1,-2.0266*sin + -0.1929*cos + 2.1684*tanh,0.6376701593399048
fixed_pikan,42,1,-0.9590*1 + -0.0744*x + -0.1309*sqrt,0.8999361395835876
fixed_pikan,42,1,0.0804*x + -0.6286*cos + -0.5874*sqrt,0.7657942175865173
fixed_pikan,42,1,-0.0466*x + -0.1537*x^2 + 0.5877*sqrt,0.897587239742279
fixed_pikan,42,1,-0.5231*1 + 1.7049*sin + -1.7046*tanh,0.6610788106918335
fixed_pikan,42,1,0.0616*x^3 + -0.4713*cos + -0.1157*exp,0.8976449966430664
fixed_pikan,42,1,0.0047*x^3 + 0.3144*cos + 0.4152*sqrt,0.6918864250183105
fixed_pikan,42,1,0.1257*exp + -0.4827*sqrt + -0.3334*tanh,0.8390690684318542
fixed_pikan,42,1,0.2013*x^2 + 0.4894*cos + -0.0812*tanh,0.5736537575721741
fixed_pikan,42,1,0.6458*1 + -0.2808*x + 0.5053*tanh,0.5787261724472046
fixed_pikan,42,1,-0.2084*1 + -0.3421*x + 0.5926*tanh,0.2717862725257873
fixed_pikan,42,1,-1.1784*1 + -0.0607*x^3 + 0.1066*exp,0.4058647751808166
fixed_pikan,42,1,-0.8152*1 + 0.0845*x + -0.0304*x^3,0.5801400542259216
fixed_pikan,42,1,-0.6350*x + 0.1054*exp + 0.6331*tanh,0.8483742475509644
fixed_pikan,42,1,0.0270*x^3 + -0.2875*cos + -0.6271*sqrt,0.3337101936340332
fixed_pikan,42,1,-0.8508*1 + -0.1666*x^2 + 0.7340*sqrt,0.4450706839561462
fixed_pikan,42,1,0.5116*1 + 0.0215*x^3 + -0.0410*exp,0.6550709009170532
fixed_pikan,42,1,-0.0344*x^3 + -1.3330*sin + 1.5618*tanh,0.6428236961364746
fixed_pikan,42,1,0.2688*1 + -0.0260*x^3 + 0.3025*cos,0.9320018887519836
fixed_pikan,42,1,-0.2404*sin + 0.1019*exp + -0.1389*log,0.6740831136703491
fixed_pikan,42,1,-0.1067*1 + -0.3149*x + 0.5413*tanh,0.6052447557449341
fixed_pikan,42,1,-0.6935*1 + -0.2766*cos + -0.1056*sqrt,0.5755316019058228
fixed_pikan,42,1,-0.8812*1 + -0.0263*x^3 + 0.0461*exp,0.7318630814552307
fixed_pikan,42,1,0.0116*x^4 + 0.1760*cos + -0.1492*sqrt,0.9773905277252196
fixed_pikan,42,1,-0.1658*x^2 + 0.0065*x^4 + -0.4972*cos,0.6673303842544556
fixed_pikan,42,1,-0.7105*1 + -0.0259*exp + 0.3294*sqrt,0.8746922016143799
fixed_pikan,42,1,0.4533*1 + -0.8997*sin + 1.0537*tanh,0.8830645084381104
fixed_pikan,42,1,0.1430*1 + -0.0771*exp + 0.1269*tanh,0.6321255564689636
fixed_pikan,42,1,0.6148*1 + 0.0401*x^3 + -0.0822*exp,0.9285784959793092
fixed_pikan,42,1,0.0366*x^4 + 0.0720*sin + 0.4239*cos,0.6743086576461792
fixed_pikan,42,1,0.2119*x^2 + 0.0935*x^3 + -0.1609*exp,0.7895674705505371
fixed_pikan,42,1,0.0257*x^3 + -0.6678*cos + -0.8409*sqrt,0.5268162488937378
fixed_pikan,42,1,-0.9605*1 + 0.3631*sqrt + -0.0919*tanh,0.8764138221740723
fixed_pikan,42,1,-0.0811*x^2 + -0.0111*x^3 + 0.4132*sqrt,0.9064773321151732
fixed_pikan,42,1,-0.4109*1 + -0.0293*x^3 + -0.0753*cos,0.7207736968994141
fixed_pikan,42,1,-0.7162*1 + 0.2957*x + -0.6868*tanh,0.8284918069839478
fixed_pikan,42,1,0.6617*1 + 0.1899*x^2 + -0.7926*sqrt,0.7184596061706543
fixed_pikan,42,1,-0.1377*x^2 + 0.1920*sqrt + -0.1035*tanh,0.7383469343185425
fixed_pikan,42,1,-0.0770*x^3 + 0.2553*cos + 0.1764*exp,0.8217965960502625
fixed_pikan,42,1,-0.1168*x^3 + 0.2445*cos + 0.1983*exp,0.7551776766777039
fixed_pikan,42,1,-0.2556*1 + -0.0459*exp + 0.3221*sqrt,0.940622866153717
fixed_pikan,42,1,-0.8964*1 + 1.5586*sin + -1.6869*tanh,0.3290411233901977
fixed_pikan,42,1,-0.7872*1 + 0.0472*x^3 + -0.0683*exp,0.8297190070152283
fixed_pikan,42,1,-0.1537*x^2 + -0.3418*sin + 0.1159*exp,0.9275335073471068
fixed_pikan,42,1,-0.7141*1 + -0.2126*x^2 + 0.7635*sqrt,0.377707302570343
fixed_pikan,42,1,-0.7374*1 + 0.3358*x + -0.5442*tanh,0.5401370525360107
fixed_pikan,42,1,0.2201*x^2 + 0.4416*cos + -0.0493*exp,0.6407408714294434
fixed_pikan,42,1,-0.2371*x + 0.1057*x^2 + 0.3390*tanh,0.9604541659355164
fixed_pikan,42,1,0.3969*1 + 0.0561*exp + -0.1018*tanh,0.5019532442092896
fixed_pikan,42,1,0.5028*1 + -0.0586*x^3 + 0.1683*sin,0.8288100361824036
fixed_pikan,42,1,-0.2292*cos + 0.0598*exp + -0.1592*sqrt,0.9731274843215942
fixed_pikan,42,1,-0.9655*1 + -0.2911*x + 0.0796*x^3,0.8536598682403564
fixed_pikan,42,1,-0.3452*x^2 + -0.1269*sin + -0.8021*cos,0.6511450409889221
fixed_pikan,42,1,-0.6369*x + 0.1190*exp + 0.5490*tanh,0.6833038330078125
fixed_pikan,42,1,-0.3092*1 + 0.0644*sin + 0.0700*log,0.8669891953468323
fixed_pikan,42,1,-0.5444*1 + 0.3397*x + -0.4713*tanh,0.7166752815246582
fixed_pikan,42,2,-0.5494*x + -0.0711*x^4 + 0.3366*exp,0.5523337125778198
fixed_pikan,42,2,0.8234*x + -0.1522*sqrt + -1.5089*tanh,0.862472653388977
fixed_pikan,42,2,-0.1480*x^3 + -6.1511*sin + 7.1934*tanh,0.7358417510986328
fixed_pikan,42,2,-2.4163*sin + 0.2175*cos + 2.4085*tanh,0.7484033107757568
fixed_pikan,42,2,-0.2782*x + 0.2080*exp + -0.3211*sqrt,0.7805964946746826
fixed_pikan,42,2,-0.3527*x + -0.0215*x^4 + 0.1701*exp,0.9894042015075684
fixed_pikan,42,2,0.1334*1 + 1.3936*sin + -1.4050*tanh,0.5555126070976257
fixed_pikan,42,2,-0.1829*x^2 + -0.0098*x^3 + 0.6578*sqrt,0.699167788028717
fixed_pikan,42,2,0.8013*x + 0.0882*cos + -1.3410*tanh,0.908394455909729
fixed_pikan,42,2,0.2154*1 + -0.3606*x + 0.6146*tanh,0.6285539865493774
fixed_pikan,456,0,-0.1374*x^2 + -0.4101*sin + 0.1410*exp,0.8185009956359863
fixed_pikan,456,0,-0.6561*1 + -0.1695*x^2 + 0.8266*sqrt,0.6647628545761108
fixed_pikan,456,0,-0.5389*1 + 0.0639*sin + 0.4281*sqrt,0.9359896183013916
fixed_pikan,456,0,0.2085*exp + -0.5132*sqrt + -0.6293*tanh,0.9197390079498292
fixed_pikan,456,0,-0.2039*x^2 + -0.2737*cos + 0.5165*sqrt,0.9149222373962402
fixed_pikan,456,0,-1.6374*sin + -0.0564*log + 1.5708*tanh,0.8764628171920776
fixed_pikan,456,0,-0.6385*x + 0.3465*exp + -0.6599*sqrt,0.8694188594818115
fixed_pikan,456,0,0.0854*1 + 0.4656*x + -0.7682*tanh,0.598382294178009
fixed_pikan,456,0,-2.2156*sin + -0.1009*log + 2.3255*tanh,0.6241350769996643
fixed_pikan,456,0,-0.1947*x + -0.1538*x^2 + 0.1081*exp,0.7785684466362
fixed_pikan,456,1,-0.7836*1 + 0.2089*x + -0.1176*exp,0.8263209462165833
fixed_pikan,456,1,-0.4952*1 + -0.0177*x^3 + 0.0360*exp,0.7089266777038574
fixed_pikan,456,1,0.0435*x^3 + 1.7817*sin + -2.1841*tanh,0.831477165222168
fixed_pikan,456,1,-0.1587*sin + 0.6981*cos + 1.0343*sqrt,0.7488054037094116
fixed_pikan,456,1,0.2241*x^2 + 0.1506*x^3 + -0.2840*exp,0.5918242931365967
fixed_pikan,456,1,0.4516*1 + 0.0975*x^2 + -0.4739*sqrt,0.3126965165138244
fixed_pikan,456,1,0.6357*1 + -0.7064*x + 1.0736*tanh,0.6274616718292236
fixed_pikan,456,1,0.0913*x^3 + -0.2225*exp + 0.1781*log,0.7327836751937866
fixed_pikan,456,1,0.6384*x + 0.0807*x^4 + -0.3633*exp,0.7886762619018555
fixed_pikan,456,1,0.1122*x^2 + -0.0148*x^3 + -0.1776*sqrt,0.9167001843452454
fixed_pikan,456,1,-1.0363*1 + -2.7950*sin + 2.9791*tanh,0.5318551659584045
fixed_pikan,456,1,0.0769*x^3 + -0.1872*cos + -0.1681*exp,0.7574817538261414
fixed_pikan,456,1,0.1385*sin + -0.0362*log + -0.0898*sqrt,0.9349044561386108
fixed_pikan,456,1,1.0296*1 + 0.2315*x + -0.4323*tanh,0.5561683177947998
fixed_pikan,456,1,0.2529*sin + -0.0596*exp + 0.1447*log,0.8609801530838013
fixed_pikan,456,1,0.3216*1 + 0.8866*sin + -0.8993*tanh,0.6519546508789062
fixed_pikan,456,1,0.8354*1 + 0.0184*exp + -0.4231*sqrt,0.7417352795600891
fixed_pikan,456,1,-0.7691*1 + 0.0382*exp + -0.0098*log,0.9415274262428284
fixed_pikan,456,1,-0.3623*1 + 0.2955*x + -0.4206*tanh,0.8479236364364624
fixed_pikan,456,1,1.0731*sin + -0.1922*sqrt + -0.9645*tanh,0.836705207824707
fixed_pikan,456,1,-0.9874*1 + 0.5237*x + -0.8873*sin,0.8268181681632996
fixed_pikan,456,1,-0.2837*1 + 0.0572*log + -0.0653*tanh,0.2816051840782165
fixed_pikan,456,1,0.2605*x + -0.6186*sin + 0.1442*cos,0.964873194694519
fixed_pikan,456,1,1.1060*1 + 0.1737*x + -0.1830*tanh,0.7569244503974915
fixed_pikan,456,1,-0.3246*cos + 0.0361*exp + -0.6460*sqrt,0.6094958782196045
fixed_pikan,456,1,-0.0523*x^2 + -0.0631*log + 0.4901*sqrt,0.922974407672882
fixed_pikan,456,1,0.6345*cos + -0.0579*exp + 0.6570*sqrt,0.9203181266784668
fixed_pikan,456,1,-0.5148*1 + 0.0627*log + -0.1375*tanh,0.7585092186927795
fixed_pikan,456,1,0.1966*x^2 + -0.1085*sin + -0.8266*sqrt,0.7766317129135132
fixed_pikan,456,1,0.4857*x + -0.0854*exp + -0.5675*tanh,0.9470544457435608
fixed_pikan,456,1,-0.9296*1 + 0.0669*x + -0.0664*cos,0.6142244935035706
fixed_pikan,456,1,0.0393*x^3 + -0.4175*cos + -0.0475*exp,0.955780863761902
fixed_pikan,456,1,-0.1612*x^2 + -0.0486*exp + 0.4830*sqrt,0.936495840549469
fixed_pikan,456,1,1.3409*1 + 0.2094*x^2 + -0.8069*sqrt,0.7621001601219177
fixed_pikan,456,1,-0.0234*x^3 + -0.0287*x^4 + 0.1409*log,0.4831380844116211
fixed_pikan,456,1,-0.1931*x^2 + -0.0407*log + 0.7454*sqrt,0.5604169368743896
fixed_pikan,456,1,1.0787*1 + -0.2855*cos + -0.1952*sqrt,0.8564602732658386
fixed_pikan,456,1,-0.8259*1 + -0.0858*x^2 + 0.4556*sqrt,0.8684008121490479
fixed_pikan,456,1,-0.2782*1 + 0.3018*x + -0.3664*tanh,0.4297490119934082
fixed_pikan,456,1,0.0814*x^3 + -0.1809*exp + 0.5538*sqrt,0.8195267915725708
fixed_pikan,456,1,-0.0623*exp + 0.2761*log + -0.5959*sqrt,0.7154212594032288
fixed_pikan,456,1,-0.3994*1 + -0.0989*x^2 + -0.0398*sin,0.8973979353904724
fixed_pikan,456,1,-0.0502*x^2 + 0.0064*x^3 + 0.2704*sqrt,0.5301198959350586
fixed_pikan,456,1,1.0463*1 + 0.2334*x + -0.4517*tanh,0.8074756860733032
fixed_pikan,456,1,-0.3877*1 + -0.2008*x + 0.2384*tanh,0.6606206297874451
fixed_pikan,456,1,-0.2041*sin + 0.2256*cos + 0.0739*exp,0.6600202322006226
fixed_pikan,456,1,0.8306*1 + 0.2598*x + -0.3798*tanh,0.2855799198150635
fixed_pikan,456,1,-0.2763*x^2 + 0.0477*sin + -0.6334*cos,0.6052267551422119
fixed_pikan,456,1,-0.2708*1 + -0.0314*exp + 0.1112*tanh,0.4192190766334533
fixed_pikan,456,1,0.0087*x^4 + 0.0293*exp + -0.4653*sqrt,0.9045429229736328
fixed_pikan,456,1,-0.3607*x^2 + -0.0203*x^3 + -0.9179*cos,0.6590772867202759
fixed_pikan,456,1,-0.5447*1 + 0.3447*sqrt + -0.1093*tanh,0.783276379108429
fixed_pikan,456,1,-0.0967*x^3 + -4.7451*sin + 5.3187*tanh,0.659818172454834
fixed_pikan,456,1,1.0311*1 + 0.3950*x + -0.5580*tanh,0.407640278339386
fixed_pikan,456,1,-0.5356*1 + -0.0765*x^2 + 0.3750*sqrt,0.6031014323234558
fixed_pikan,456,1,0.4922*1 + 0.2866*sin + -0.0774*exp,0.771621823310852
fixed_pikan,456,1,-0.5678*x + 0.3266*cos + 0.2687*exp,0.9105900526046752
fixed_pikan,456,1,-0.3899*cos + -0.1385*exp + 0.3779*tanh,0.63881516456604
fixed_pikan,456,1,-0.3642*1 + -0.0547*x^3 + 0.1563*sqrt,0.8098713755607605
fixed_pikan,456,1,0.0505*cos + 0.0429*log + 0.0755*tanh,0.8742193579673767
fixed_pikan,456,1,0.4048*x + -0.5332*cos + -0.2812*exp,0.4884580969810486
fixed_pikan,456,1,-0.4911*1 + -0.2760*x + 0.5322*sin,0.8646559715270996
fixed_pikan,456,1,2.4399*sin + 0.1414*exp + -3.0979*tanh,0.875685453414917
fixed_pikan,456,1,1.0545*1 + 0.3656*x + -0.5984*tanh,0.5207297205924988
fixed_pikan,456,1,-0.3726*1 + 0.0225*sin + -0.1202*sqrt,0.5813676118850708
fixed_pikan,456,1,0.0187*sin + -0.0538*log + 0.5382*sqrt,0.8617587089538574
fixed_pikan,456,1,0.8236*1 + 0.0707*x^3 + -0.0923*exp,0.3779948353767395
fixed_pikan,456,1,-0.2792*x^2 + 0.0109*x^3 + -0.6213*cos,0.4731101989746094
fixed_pikan,456,1,0.0750*log + -0.4436*sqrt + -0.0562*tanh,0.8100683689117432
fixed_pikan,456,1,0.5384*x + 0.0355*x^2 + -0.7988*tanh,0.8118494749069214
fixed_pikan,456,1,-1.1561*1 + 0.0699*exp + -0.2134*tanh,0.6825577616691589
fixed_pikan,456,1,0.0993*x^3 + -0.1933*cos + -0.2158*exp,0.9109861254692078
fixed_pikan,456,1,-0.2419*x + 0.2078*sqrt + 0.3934*tanh,0.9694277048110962
fixed_pikan,456,1,0.4713*x^2 + 1.2515*cos + -0.5194*sqrt,0.9143706560134888
fixed_pikan,456,1,-0.3961*1 + -0.1285*sqrt + -0.0430*tanh,0.5032479166984558
fixed_pikan,456,1,0.0937*exp + -0.0880*log + -0.2498*tanh,0.7247440814971924
fixed_pikan,456,1,-0.1052*sin + 0.5011*cos + 0.7634*sqrt,0.9189926385879515
fixed_pikan,456,1,0.1425*1 + -0.6723*cos + -0.5584*sqrt,0.9447787404060364
fixed_pikan,456,1,0.0357*x^3 + -0.1146*exp + 0.0814*log,0.8532798290252686
fixed_pikan,456,1,-0.0100*x^4 + -0.1053*cos + 0.1478*sqrt,0.8979467153549194
fixed_pikan,456,1,-0.7367*1 + 0.0790*x^3 + -0.1310*exp,0.6892727613449097
fixed_pikan,456,1,-0.5952*1 + 0.1266*cos + 0.0650*sqrt,0.3096479177474975
fixed_pikan,456,1,0.4931*x + 0.1725*sqrt + -0.9983*tanh,0.9699321389198304
fixed_pikan,456,1,0.5148*cos + -0.1004*log + 1.1355*sqrt,0.6434905529022217
fixed_pikan,456,1,-0.4097*1 + -0.6632*x + 1.2491*tanh,0.8605570793151855
fixed_pikan,456,1,0.3763*1 + 0.0194*x^3 + -0.0297*exp,0.4685624241828918
fixed_pikan,456,1,0.9478*1 + 0.1711*x^2 + -0.7070*sqrt,0.371374249458313
fixed_pikan,456,1,0.4881*x^2 + 0.0525*x^3 + -1.7424*sqrt,0.7875495553016663
fixed_pikan,456,1,-0.3715*1 + 0.2485*sqrt + -0.0645*tanh,0.5965460538864136
fixed_pikan,456,1,-1.3596*sin + -0.0608*cos + 1.5190*tanh,0.791193425655365
fixed_pikan,456,1,-1.0500*1 + 0.0136*exp + -0.0161*log,0.4758570790290832
fixed_pikan,456,1,-0.0440*sin + -0.3436*cos + -0.3742*sqrt,0.6720708608627319
fixed_pikan,456,1,-0.6171*x + 0.1418*cos + 1.0743*tanh,0.7846819162368774
fixed_pikan,456,1,1.0914*1 + 0.2884*x + -0.3867*tanh,0.4791679382324219
fixed_pikan,456,1,-0.4643*1 + -0.2127*sin + 0.0485*exp,0.9393348693847656
fixed_pikan,456,1,-2.5674*sin + 0.3171*cos + 2.8193*tanh,0.8261066675186157
fixed_pikan,456,1,0.6676*1 + 0.1255*exp + -0.4016*tanh,0.8950513601303101
fixed_pikan,456,1,-0.2398*x^2 + -0.5987*cos + 0.1753*tanh,0.8411679267883301
fixed_pikan,456,1,-0.0419*x + -0.2269*cos + -0.4380*sqrt,0.4229736328125
